0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
uce-1868,0.0,0.003931368236,-0.011680484734000001,-0.011243970344,-0.008184021026999999,-0.006712334209000001,-0.009202548497,-0.0052358129270000005,-0.011608557135,-0.012115389263,-0.011102112547,-0.009950377946999999,-0.010236532509,-0.010082679915,-0.010082679915,-0.010304356374,-0.010158039452,-0.0066656233830000005,-0.010592127284,-0.015189806999,-0.009203424052,-0.009211167152,-0.009211167152,-0.008535042573000001,-0.011102112547,-0.013660147198,-0.013660147198,-0.013660147198,-0.017257122017,-0.013660147198
uce-1893,0.0,0.003586828213,-0.022369950794,-0.015411466241000002,-0.016114640379,0.001852063973000001,-0.027045990584,0.0006602315619999993,-0.02380103352,-0.022885192116,-0.027998490583,-0.027939615448,-0.026874200459999997,-0.031660409693000005,-0.035201183169,-0.026252221004,-0.024710102692,-0.027592105446,-0.025272045432,-0.026029772407,-0.018612822730999998,-0.027917876371000003,-0.017407699341000005,-0.024843417788000005,-0.019821407383999998,-0.02056843535,-0.023766944138999997,-0.024057360401,-0.027200811420999997,-0.022481888707
uce-1910,0.0,0.00034142325499999994,-0.003673720107,0.001369847442,-0.001161153237,0.001383943636,-0.002002764603,0.0022403977410000004,-0.002002764603,-0.004681636158,-0.005176378705,-0.00010074299399999995,-0.001161153237,-0.002002764603,-0.0003185723039999999,-0.001084656923,0.0005507941410000002,-0.001161153237,-0.001161153237,-0.001161153237,-0.0016629186010000002,-0.0016629186010000002,0.001391107827,0.0005383423189999998,-0.004165883072,-0.006474445374,-0.006001529045999999,-0.003169144051,-0.0023263934740000002,-0.003169144051
uce-1914,0.0,0.006276799222,-0.0023556965059999997,0.0030566250459999993,-0.002953934105,-0.005083997153000001,-0.011697638149,-0.0030833124219999987,-0.004390193533999999,-0.006358623733,-0.00709072848,-0.010446423074,-0.006407849437000001,-0.007038619829,-0.0038856596819999995,-0.008344128801,-0.005443846538000001,-0.007350914582,-0.007519970346,-0.007342758797,-0.003887457318,-0.0038549239639999993,-0.0009977615949999987,-0.006651527586,-0.0018356666049999994,-0.005121346509000001,-0.004431534831999999,-0.006315696120999999,-0.0038665711939999993,-0.009897950398999999
uce-1915,0.0,0.013309452188,-0.003393041269999999,0.002296451923000001,-0.008731837966,0.002452293220000002,-0.005256562334999999,0.0007869119079999994,-0.019316504761,0.00025240569199999965,-0.005636165881999999,-0.004404119591,-0.008053912308999999,-0.006635863626999999,-0.017746088517,-0.005089846360999999,-0.013735935187999999,-0.009072917675,-0.013505393116,-0.0017626793190000031,-0.003336636631999998,-0.013530239950999999,0.0017872470739999993,-0.006006241548999999,0.0034242883300000006,-0.0025724741949999987,-0.009348558145999998,-0.0023152203850000004,-0.020865552016,-0.0044127862019999985
uce-1929,0.0,0.002545415055,-0.006679578887,0.0024553245559999996,0.0007527165249999988,-0.0017514397710000004,-0.004287830917999999,0.00028787708299999985,-0.007008670009,-0.009541471223,-0.0071217604559999995,-0.009281556245,-0.004787546661999999,-0.007468155646,-0.010575014177,-0.013127428032999999,-0.007163189057000001,-0.008624405908,-0.009269226357000001,-0.007691421276000001,-0.0035077189279999997,-0.012141061316999999,-0.0045396362839999985,-0.002866242784,-0.0013094983780000003,-0.007910640134999999,-0.009639460583000001,-0.007165456186999999,-0.010579742815,-0.008708033321000001
uce-1933,0.0,0.002501145132,-0.016028579879000002,-0.009068290183,-0.015974700831,-0.006395296737000001,-0.019152121954999997,-0.002259960249000003,-0.023632297695000002,-0.019262969912,-0.020097355896,-0.012539764350000001,-0.026042244453,-0.020033326789,-0.02073630531,-0.026176296439,-0.022908440783,-0.017386641485,-0.020483939504,-0.018025983250000002,-0.019537307349000003,-0.024046224382999998,-0.015232894623,-0.018707269018,-0.020386363748,-0.020197855505,-0.025510166956,-0.019856587696999998,-0.024882885836,-0.021128585282
uce-1960,0.0,0.003747777378,-0.016372519824,-0.009055401196,-0.003468995592,-0.011068096530999999,-0.026215073377,-0.014286253482,-0.026605068851000002,-0.025698100157,-0.013548539355999999,-0.008152910121000001,-0.013902768985,-0.015169768909,-0.012277979889,-0.01363666346,-0.010717394454,-0.013385345571,-0.012105504159999999,-0.013983916145,-0.0028404693179999996,-0.014423232466999999,-0.004425319850999998,-0.007302694509999999,-0.005724641895999999,-0.014620851554,-0.015173538068,-0.014238206358000001,-0.01142576069,-0.012865736842999999
uce-1965,0.0,-0.0028949569009999996,-0.004518560193,0.0007506570209999995,-0.005930405151999999,-0.0003503337870000003,-0.0018913511490000002,0.0007576074110000001,-0.004518560193,-0.003205965365,-0.004518560193,-0.004518560193,0.0007506570209999995,-0.0024475209990000002,-0.003206360635,-0.005524120212,-0.0015762854480000001,-0.003205965365,-0.0078217603,-0.00522471176,-0.002522444316,-0.003900552076,5.613943099999977e-05,-0.007046817591,-0.007461791883,-0.012633380676,-0.01467370385,-0.004213983960000001,-0.004216104401000001,-0.0042157091310000006
uce-1976,0.0,0.0,-0.00754424933,-0.006532029757,-0.006532029757,-0.0013197036189999999,-0.004421635104,-0.008259955973,-0.006532029757,-0.010579662767,-0.009061399986,-0.006532029757,-0.006532029757,0.0038220127969999995,-0.006532029757,-0.006532029757,-0.006532029757,-0.006532029757,-0.006532029757,-0.006532029757,-0.006532029757,-0.006532029757,-0.006532029757,-0.006532029757,-0.004798462382,-0.006532029757,-0.006532029757,-0.006532029757,-0.006532029757,-0.004798462382
