0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
uce-2619,0.0,0.0007243673660000001,-0.003006989706,-0.003006989706,-0.003006989706,-0.001678881481,-0.00401328428,0.00045402281899999987,-0.001886108813,-0.0018932672,-0.002852202396,-0.003095075693,-0.004413005546,-0.00401328428,-0.001890780905,-0.001635039869,-0.0018870305780000001,-0.003006989706,-0.003006989706,-0.003006989706,-0.003006989706,-0.001894506198,-0.0023936621510000002,-0.007960427563,-0.007957946803,-0.005524689339,-0.00401328428,-0.00401328428,-0.0007767846930000002,-0.003006989706
uce-2639,0.0,0.004973434481,-0.006468242823,-0.0025054737670000002,-0.0015543416559999999,2.461510799999997e-05,-0.005248861275000001,-0.002408387546,0.0006376101669999992,-0.006652452028,-0.0076295699740000006,-0.00670016079,-0.008875567370999999,-0.006156074702000001,-0.006155599885000001,-0.0038052595180000006,-0.003742719870000001,-0.0030882708640000006,-0.010728067132,-0.008502902214000001,-0.0030816251240000005,-0.006276258666,-0.006065783053000001,-0.00621885398,-0.002927899332,-0.004436905753,-0.006027273983,-0.0006325789049999994,-0.0010659740190000003,-0.006027273983
uce-266,0.0,0.009950982889,0.00035612454900000104,0.00031319337700000047,-0.004192864855999999,-0.0034923843660000006,-0.0010040337130000007,-0.0031671271500000008,-0.009188714578,0.0013342668389999986,-0.00015462503399999925,-0.008136334084999999,-0.009394710572,-0.017347861743,-0.014839448808,-0.006233597782,-0.0018101926199999997,-0.0026561258269999985,0.000919315964,0.002399744822,-0.0016678723449999999,-0.002140440932,-0.0032392924710000007,-0.008181404525000002,-0.0006242018700000004,-0.006424894578999999,-0.0024714193199999995,0.0039108930949999995,-0.005618157488,0.0054230830970000005
uce-2671,0.0,0.005064424777999999,-0.0019948065759999994,-0.003437514233999999,0.0018011152580000023,-0.007836884257000002,-0.014150207674,-0.0007585672699999997,-0.005849513112999999,-0.005681508211999999,-0.005543932805999999,-0.007027822456000001,-0.006137257669,-0.010391509202999999,-0.006885684724999999,-0.004300487177,-0.004107230929999999,-0.009443654620999999,-0.002860554223999997,-0.005385685309999999,-0.002468173413999998,-0.0011332259399999996,-0.004380809863999999,-0.009162525146,0.0019516021979999985,-0.001877242230999998,-0.004684389528,-0.0016496749349999978,-0.004422329995,-0.010115504975999999
uce-2682,0.0,0.00205274128,-0.023907408661,-0.018235359798,-0.002928253456999999,-0.0034884574299999995,-0.017120824518,-0.005770683964,-0.008522952031,-0.013613643749,-0.014513898879,-0.009821061936,-0.003910587725000001,-0.004780402631000001,-0.009537631435,-0.011085248458,-0.009030398137999999,-0.006968377328,-0.008895331935,-0.011064730937999999,0.003397502571000001,-0.007983106891,-0.0012850571579999994,-0.004443405389,0.0009376541469999986,-0.006547406299,-0.01057624908,-0.007488265619000001,-0.006496988604,-0.006496216421999999
uce-2694,0.0,0.001727024906,0.0016982171789999998,-0.0006436192150000002,-0.0015595732410000002,-0.00184219597,-0.0023625222919999994,-0.0038738608949999993,-0.007329419514,-0.005601168768,-0.004673465961,-0.0043964951520000005,-0.005314762525000001,-0.01160762534,-0.00602768806,-0.004515278033,-0.003795685205,-0.00357405298,-0.004515278033,0.0006933410950000002,0.0016881212590000002,-0.0014613488899999998,0.0016860155749999998,0.0007353526999999997,-5.055012699999983e-05,-0.003510401949,-0.008564659329,-0.002564122437,-0.006029448755,-0.000820829627
uce-2700,0.0,0.0010189965340000003,-0.002508181083,0.004072877567000001,-0.001999581014000001,0.0023723871220000005,-0.009140956806,-0.0019168139660000003,-0.009101856400999999,-0.010327338228,-0.008380046303,-0.005030232516999999,-0.0010903742590000001,-0.001997862697,-0.004640071994,-0.0052453286859999995,-0.0032267760479999996,-0.003521187575000001,-0.002312781659,-0.0068522769600000005,0.001555682289000001,-0.003414804021,0.002056988892000001,0.000322019271,-0.00034967718099999934,0.004157703356000001,-0.008378346057,-0.010509265937,-0.005231467117,-0.004640702311
uce-2713,0.0,0.008866434191,-0.002380455739,-0.0011806008240000006,0.0007522954789999994,0.005207293407,-0.0013668992760000002,0.004701672441000001,-0.004079889039000001,-0.0018730864870000006,-0.004015583859,0.0010562918120000002,0.0003393350069999992,0.005147822639,-0.004763246999,7.382140000001397e-06,0.0003141260830000006,-0.0014617623980000003,-0.000588197573999999,-0.0018790956980000006,-0.0038165830989999993,-0.009362411857999998,-0.0037297525249999994,-0.004152061084,-0.00363659488,-0.0038337011990000006,-0.003784393003000001,-0.002984081653,-0.006285566254,-0.009621319031000001
uce-2732,0.0,0.0,-0.005240631496999999,-0.006861667494,-0.006879538248,0.0012396523849999997,-0.0069827785980000005,-0.00027405583099999846,-0.007160049172000001,-0.006256225734,-0.010262333676000001,-0.0077318426490000005,-0.008681548422,-0.01008589662,-0.009068176945,-0.010585358494,-0.009068176945,-0.010842281023,-0.013654232234,-0.006889030357000001,-0.007986242137000001,-0.008205492651999999,-0.0044486260280000006,-0.0012748637690000002,-0.01097053389,-0.006359687722000001,-0.007201119937000001,-0.008678005492,-0.01008235369,-0.0058656333980000004
uce-2733,0.0,0.006943322911,-0.017893974082,-0.004337825235000002,-0.01115371042,-0.008637849292999999,-0.015173583995999999,-0.008649399733,-0.016282546114,-0.016416290069,-0.013577510023,-0.004320677852999999,-0.007390814884000001,-0.010747859649,-0.018286792534,-0.013389065908,-0.017406344107,-0.013437457593000001,-0.015942942928,-0.013328671925,-0.008531806692999999,-0.012415692688,-0.010017647795,-0.010457612084,-0.005287450612,-0.0031308557000000008,-0.021400007281,-0.015378252176000001,-0.018285860103000002,-0.015378252176000001
