0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
uce-5244,0.0,0.009617601223,-0.0065314197049999995,-0.007105647846999998,-0.004128075996,-0.004320414769999999,-0.0035213838340000005,0.0023057071630000012,-0.01235871099,-0.006952358185,-0.0053076112750000005,-0.006812412707999999,-0.006999581677999999,-0.008724934561,-0.008448614983000001,-0.010608954536,-0.011065600736999998,-0.008574637626000001,-0.010297252657,-0.010624796203,-0.006625940367999999,-0.009515891947999998,-0.002768741927000001,-0.008590554821000001,-0.005192773222999998,-0.007318777306999999,-0.012480497979000001,-0.012247902339999998,-0.015150061606,-0.013147024423999999
uce-5251,0.0,0.001124892841,-0.006418920283,-0.0015249493539999997,-0.003542280218,-0.0036617305559999997,-0.007036618783,-0.002651059099,-0.004012876769,-0.0028905090160000002,-0.005019388568,-0.010982796733,-0.005019388568,-0.007539619579,-0.005019388568,-0.0017260190760000002,-0.005019388568,-0.004515332191,-0.004515332191,-0.004012876769,-0.0006379885420000004,-0.0017667833100000001,-0.0010229593209999995,-0.002861092004,-0.0016432788940000005,-0.0037261332320000003,-0.005521382196,-0.005018167121,-0.004515332191,-0.004515332191
uce-5260,0.0,0.002025692211,-0.008557516492000001,-0.006013203209,-0.008949898054,-0.0004097337380000003,-0.006092166263000001,-0.0019749052520000006,-0.010076843956999999,-0.007036902403000001,-0.007533232471999999,-0.00804920622,-0.00804920622,-0.0076312683360000005,-0.011097327428,-0.00804920622,-0.009063743733,-0.006023514009000001,-0.00804920622,-0.007036902403000001,-0.005004108727,-0.007038557985000001,-0.007038557985000001,-0.008051946379,-0.0039912097100000005,-0.009064250196,-0.006368829914,-0.009061257637000001,-0.008555162663,-0.007036902403000001
uce-5261,0.0,-0.0005978035150000002,-0.009061326472,-0.0067468063340000006,-0.008048849985,-0.0014929012810000006,-0.005553646975,-0.001801270897,-0.007037821944,-0.006005789995,-0.007544196373,-0.005852387285,-0.007974948137,-0.0009534082149999998,-0.0062397542490000004,-0.007542218998,-0.004629096693,-0.010297776068,-0.008719180843,-0.010301231105000001,-0.007542218998,-0.0066669962479999996,-0.009282000952,-0.0057353571950000005,-0.0057353571950000005,-0.007037821944,-0.007037821944,-0.012621096143,-0.007037821944,-0.0057357782930000005
uce-5268,0.0,0.006204242802,-0.004236652902999999,-0.00019970359800000094,-0.0018232517890000004,-0.007423034153000002,-0.005747258462000001,0.007163761020000001,-0.013927817554,-0.016805775604,-0.009148665652,-0.004460702218999999,-0.004705369427000002,-0.009080041738000002,-0.015522806541000002,-0.0060845245919999985,-0.009245401096999999,-0.011126135290999999,-0.011068329338,-0.011087805724,-0.005739652091999999,-0.006773193837000001,0.0007821638819999997,-0.0028867887050000006,0.0016085156139999997,-0.00929166955,-0.007914228878,-0.011126135290999999,-0.012670617912,-0.013168151219
uce-5273,0.0,0.008341479583,-0.011966269835000001,-0.006141640675000001,-0.0037386312649999986,-0.006636017121999998,-0.010810182897999999,-0.0036697421459999987,-0.009896574346000001,-0.00951683763,-0.0072191245469999995,-0.006414622432,-0.00815331607,-0.009419364242,-0.012254029356,-0.007884131708999998,-0.005601916515,-0.015693403448,-0.014837948098,-0.006118980575000001,-0.0010893272570000005,-0.010386897556,-0.002547161046,-0.006386031428999999,-0.005363458933,-0.010710076164,-0.015911698921,-0.008162606872,-0.011049137825999998,-0.010115811179
uce-5286,0.0,0.008712978887000001,-0.009047251631,-0.005567593776000001,-0.0075247394849999975,-0.003296850260000001,-0.007663331159,-0.0018631201649999991,-0.014219233714000001,-0.005965977906,-0.005524096535,-0.012325787096,-0.005465875528,-0.008198814238,-0.009750154737,-0.0068437849669999995,-0.006698932277999999,-0.00032336131700000034,-0.00709736053,-0.008761147534,0.00046211046399999983,-0.007875133771,-0.0014600747950000003,-0.0071088400740000005,-0.001448175706000001,0.002925309832000001,-0.010345857461999999,-0.009546301972999998,-0.020757060618,-0.011324187202
uce-5288,0.0,-0.0019610001759999985,-0.016806745017,-0.01584841217,-0.013340859236,-0.0017223542290000018,-0.015263326731,-0.005354145282000001,-0.019790250671,-0.017325843256,-0.012071622203,-0.005168508618999999,-0.016314190676999997,-0.014288805989000002,-0.014716418784,-0.006861170798999998,-0.011173611594000002,-0.004532111564999998,-0.014321721101999998,-0.010121929136,-0.0032587620119999983,-0.011665503336999998,-0.01482592137,-0.01303621639,-0.015856038218000003,-0.014621794614,-0.011869580744000002,-0.016790396676,-0.011656799948,-0.012053816384
uce-5289,0.0,0.002110223325999999,-0.014567889147000001,-0.018675198239,-0.022685952765,0.008187686584,-0.016468392088,0.004515242736,-0.017230642275000003,-0.010223779665000002,-0.014184933506,-0.010365245562,-0.015751201254,-0.028052572997,-0.018062493615,-0.013064734134,-0.018837594859,-0.020067088879,-0.014716271167999999,-0.016506899785,-0.026539348951,-0.029853670474999996,-0.020274443873000002,-0.009309031705,-0.010604471577,-0.012376360865,-0.02173398308,-0.011594825189000001,-0.017035919735000002,-0.010217293123
uce-5290,0.0,0.0006166393839999998,-0.0033982184959999995,-0.004664526386000001,-0.006909906477000001,-0.008463093233000001,-0.008437457450000001,-0.0019566337960000013,-0.009519993093000001,-0.004925895444999999,-0.0004707427530000006,-0.007549824088,-0.005970421928000001,-0.006625730754999999,-0.007519624139999999,-0.00985438378,-0.011720934826,-0.008014475858,-0.010481590222,-0.0069752679629999995,-0.007408718206000002,-0.009532232743999999,-0.006946499963999999,-0.004779181251,-0.007255019947,-0.009469967949,-0.007789821539,-0.009508977007999998,-0.009561880028,-0.004912358907999999
uce-5292,0.0,0.007890211171,-0.013003137295999998,-0.008442217677,-0.0013476853449999986,-0.0013655749199999994,-0.012887803051,0.0009111903199999979,-0.005016996289,-0.003549623038,0.0006834450959999992,-0.0010776814820000011,-0.003947099004000001,-0.010663999173,-0.012848212864000001,-0.005590186243000001,-0.005435504474,-0.005939642138999999,-0.008315692942,-0.010041627196999999,-0.0008411294350000008,-0.007983515112000001,-0.0008314758740000008,-0.008302068501,0.009979585439999999,0.0013177171679999988,-0.009755776817,-0.004416421236000001,-0.010291112290000001,-0.008007020071
uce-5296,0.0,-0.002505679708,-0.008966201593999999,-0.006821656236,-0.014632961393,-0.007113037231999998,-0.011571345243,0.000749559839,-0.01567483923,-0.013151170707,-0.010500794115,-0.011328021794,-0.010034127394,-0.011103876712,-0.012121731153,-0.006887922832999999,-0.0126335238,-0.011054265677,-0.013151170707,-0.011103876712,-0.010547358096,-0.011868904409,-0.0068174931199999995,-0.008967810403,-0.008834503086,-0.011103876712,-0.011103876712,-0.011103876712,-0.011103876712,-0.011103876712
uce-5319,0.0,0.00550817845,-0.023964683156999997,-0.025258161154,-0.020892498138,-0.010092298819999998,-0.020086179282000002,-0.003254269161000002,-0.021975173319,-0.014833764914000002,-0.016236413332000002,-0.004633147628999999,-0.017420188537,-0.022199923541000005,-0.025249858329,-0.024051145795,-0.018557375464999998,-0.024441689625999997,-0.028754932981,-0.026237014208000002,-0.014734839611999999,-0.020954315175000002,-0.016366562066000002,-0.011934372316999998,-0.020629584698,-0.017454148140000004,-0.024197889091,-0.022282802512000002,-0.029823072254,-0.020318158034000004
