0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
uce-325,0.0,-0.0005089389509999997,-0.004037134045,-0.0029160824319999995,-0.0019034410430000008,-0.0007672368089999999,-0.009617945062,-0.008115288632,-0.008268804109,-0.007442329014999999,-0.00579157181,-0.0019020115530000003,-0.0030259258580000005,-0.006026719115,-0.007174668242,-0.009569351162,-0.0034007912499999997,-0.0057940991980000005,-0.006890841496,-0.005286026277,5.654662200000032e-05,-0.006433428853,-0.00013382700200000042,-0.003629892165,-0.0022765666879999997,-0.006026719115,-0.005730477902,-0.0016442682899999997,-0.004780479281,-0.00478188429
uce-3250,0.0,0.003831568404,-0.014891313374000001,-0.004964892969,-0.004343965452,-0.000938288780000001,-0.008630544874,-0.011835257238,-0.020083525487,-0.016514481161,-0.014255521071000001,-0.016276415281,-0.012903849677000001,-0.015456207066000002,-0.017041519427,-0.016808537712000002,-0.021325375759,-0.020485341722,-0.009919122072000002,-0.015548601516000002,-0.008452884046,-0.007888153722,-0.003408738849,-0.015131412357,-0.012869184064,-0.013918768786,-0.010557699439,-0.019550319598,-0.012241211435,-0.014875817136000002
uce-3262,0.0,0.0,-0.009214277386,-0.010477520443999999,-0.014633267851999998,-0.002889479823999999,-0.017243911203,-0.0037736675929999994,-0.016728245019,-0.016081393914,-0.016398437177,-0.023465811537,-0.022148432723000003,-0.021901310901,-0.021380934259,-0.021380934259,-0.014408611929000002,-0.018061110447,-0.019088602562000002,-0.015346100252,-0.022913968949,-0.025549565757,-0.011646255968,-0.016408632986,-0.012726967428999997,-0.012428773540999999,-0.016728245019,-0.011732486185999999,-0.015484342079,-0.010481956205999999
uce-3279,0.0,-0.0010011983810000007,-0.008037922166,-0.005170982958,-0.005149015352,0.008722961355999998,-0.007716289785999999,0.0032053135689999977,-0.006816828239000001,-0.010905242405,-0.003381985598,-0.0030268630910000004,-0.009331071933999999,-0.007842530159000001,-0.006805336807999999,-0.009369155855,-0.007210140524000001,-0.006494843929,-0.004262570296000001,-0.004658938362000001,-0.004002827092,-0.010355370182000001,-0.006196649629,-0.006980678407,-0.004130413276,-0.0064481843639999994,-0.009207110635,-0.007323648324000001,-0.008844843195999999,-0.008556466844
uce-3291,0.0,0.00247506748,-0.002536142211,0.0049800794649999995,0.005489830394,0.005503350418,-0.006525634875,0.003977946751,-0.00502178858,-0.0020392424750000004,-0.006183279982,-0.00483605026,-0.007111105217000001,-0.006938080724,-0.013128551117,-0.003080862,-0.004199745592000001,-0.014239783814000002,-0.017213460751,-0.010704596284,-0.0056680550149999995,-0.007376190026999999,-0.011349204251999999,-0.012672789915999998,-0.007192985089000001,-0.0005132738290000022,-0.013636740952,-0.010701244294,-0.015169853522,-0.010707890615999999
uce-3302,0.0,0.000863618952,-0.005524262948,-0.0028617430399999998,-9.285290999999987e-05,0.002481936712,-0.0040130469,-0.002094494995,-0.008559953041,-0.008559953041,-0.007041319282,-0.005916356098,-0.006854684066,-0.007548055439,-0.007548055439,-0.0066503233450000004,-0.006696207246,-0.008052432167,-0.0045223143309999995,-0.010082117877,-0.004131203835,-0.005336947646,-0.004481051119999999,-0.006189471088999999,-0.002481034147,-0.0018080270589999996,-0.007041319282,-0.006189471088999999,-0.007041319282,-0.007041319282
uce-3310,0.0,0.001510362861,-0.007568019230999999,-0.007255128841999999,-0.0016878886020000004,0.0015769808499999996,-0.0005328778400000003,0.0020837971029999992,-0.005531383318,-0.0030520456460000006,-0.009270402553,-0.004890612569000001,-0.014687773269,-0.00951154919,-0.009577380562,-0.009577380562,-0.00401736024,-0.0024139166040000005,-0.007560357171,-0.005544591902,4.374129199999962e-05,-0.004420097701999999,-0.0004636092700000009,-0.0026883094150000003,0.0015769808499999996,-0.0029005387999999997,-0.00958118183,-0.006041196925999999,-0.009065582865,-0.004523574607999999
uce-3312,0.0,0.002558091527,-0.004514409736,-0.0015463132150000001,-0.004514409736,0.0033442791049999995,-0.011082450751,-0.0010713384959999996,-0.006025045064,-0.006025045064,-0.015154661084,0.0017583257319999995,-0.006025045064,-0.006025045064,-0.006025045064,-0.0034669535370000005,0.0017739788829999993,-0.006025045064,-0.006025045064,-0.006025045064,-0.0034669535370000005,-0.006025045064,-0.0034669535370000005,-0.005327157331,-0.0065015794200000004,-0.006025045064,-0.006025045064,-0.006025045064,-0.006025045064,-0.006025045064
uce-3318,0.0,0.0,-0.003510783002,0.0010183843400000002,0.001505738723,-0.002937154877,-0.005025295918,0.003113492719,2.004719099999992e-05,-0.001502265921,-0.001502265921,-0.001502265921,-0.003512369931,-0.003512369931,-0.001502265921,-0.001502265921,-0.001502265921,-0.001502265921,-0.001502265921,-0.001469041,0.00013405839,-0.002506302695,0.003026901421,-0.001502265921,0.004546220472,0.002413251135,-0.001502265921,-0.001502265921,3.9961580000000534e-06,3.9961580000000534e-06
uce-3320,0.0,0.0017948794849999999,-0.007130743495,-0.0028561186579999995,-0.004453999333000001,-0.0011043812850000008,-0.008858715536000001,-0.0012425130860000012,-0.00800835969,-0.008008437698999999,-0.008521654644,-0.013353475694,-0.013106856477,-0.019274592202,-0.008830214662,-0.012412189391,-0.011240172889,-0.010546747119,-0.009417054447,-0.009027058123,-0.008005158484,-0.00845839838,-0.0036819014319999996,-0.004912335672,-0.005790647029,-0.004303314443,-0.0058121998880000005,-0.005599253354,-0.006345801113,-0.005121699896
